ix,iy,clng,clat,town,anchor_count,anchor_names,mentions_sum,oai_sum,poi_count,avg_rating,review_total,culture,tourism,mismatch,category
75,45,113.17775,23.00275,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
22,56,112.93925,23.05225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
79,70,113.19575,23.11525,大沥镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
80,65,113.20025,23.09275,里水镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
47,74,113.05175,23.13325,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
31,76,112.97975,23.14225,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
69,85,113.15075,23.18275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
43,6,113.03375,22.82725,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
21,66,112.93475,23.09725,丹灶镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
64,73,113.12825,23.12875,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,35,112.91225,22.95775,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
63,60,113.12375,23.07025,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,92,112.98425,23.21425,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
16,32,112.91225,22.94425,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
32,10,112.98425,22.84525,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
25,17,112.95275,22.87675,西樵镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
30,68,112.97525,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,36,112.91225,22.96225,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
12,45,112.89425,23.00275,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
73,60,113.16875,23.07025,桂城街道,0,,0.0,0.0,4,4.5,0,0.0,29.99,29.99,一般地带
26,26,112.95725,22.91725,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,90,112.97975,23.20525,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
14,68,112.90325,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
22,22,112.93925,22.89925,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
24,23,112.94825,22.90375,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
23,38,112.94375,22.97125,丹灶镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
14,38,112.90325,22.97125,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
19,58,112.92575,23.06125,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
55,68,113.08775,23.10625,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
79,72,113.19575,23.12425,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
73,76,113.16875,23.14225,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,82,113.13275,23.16925,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
51,84,113.06975,23.17825,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
85,49,113.22275,23.02075,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
89,49,113.24075,23.02075,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
90,42,113.24525,22.98925,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
23,48,112.94375,23.01625,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
23,56,112.94375,23.05225,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
23,68,112.94375,23.10625,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
15,42,112.90775,22.98925,丹灶镇,0,,0.0,0.0,2,0.0,2,0.0,15.44,15.44,双低空白
68,57,113.14625,23.05675,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
52,58,113.07425,23.06125,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
35,83,112.99775,23.17375,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
30,20,112.97525,22.89025,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
73,77,113.16875,23.14675,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,73,113.01575,23.12875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,63,113.13275,23.08375,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
11,61,112.88975,23.07475,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
52,79,113.07425,23.15575,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
14,37,112.90325,22.96675,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
48,58,113.05625,23.06125,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
76,46,113.18225,23.00725,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
81,67,113.20475,23.10175,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,104,113.13275,23.26825,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
14,31,112.90325,22.93975,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,106,113.13275,23.27725,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,65,113.01575,23.09275,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
23,28,112.94375,22.92625,西樵镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
30,52,112.97525,23.03425,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
28,66,112.96625,23.09725,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
23,47,112.94375,23.01175,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
9,29,112.88075,22.93075,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,105,113.15075,23.27275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
29,33,112.97075,22.94875,西樵镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
22,40,112.93925,22.98025,丹灶镇,0,,0.0,0.0,1,0.0,1,0.0,9.74,9.74,双低空白
11,57,112.88975,23.05675,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
70,76,113.15525,23.14225,里水镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
62,100,113.11925,23.25025,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
77,87,113.18675,23.19175,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
33,66,112.98875,23.09725,狮山镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
87,48,113.23175,23.01625,桂城街道,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
78,85,113.19125,23.18275,里水镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
67,71,113.14175,23.11975,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
57,78,113.09675,23.15125,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
62,105,113.11925,23.27275,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
35,85,112.99775,23.18275,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
16,37,112.91225,22.96675,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
66,80,113.13725,23.16025,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
32,73,112.98425,23.12875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
28,24,112.96625,22.90825,西樵镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
29,52,112.97075,23.03425,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
63,62,113.12375,23.07925,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
44,93,113.03825,23.21875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,95,113.16875,23.22775,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
18,60,112.92125,23.07025,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
17,24,112.91675,22.90825,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,66,113.15075,23.09725,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
33,92,112.98875,23.21425,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
90,53,113.24525,23.03875,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
22,60,112.93925,23.07025,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
51,80,113.06975,23.16025,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
78,84,113.19125,23.17825,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
34,75,112.99325,23.13775,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
34,15,112.99325,22.86775,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
11,62,112.88975,23.07925,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
85,53,113.22275,23.03875,桂城街道,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
30,33,112.97525,22.94875,西樵镇,0,,0.0,0.0,2,3.8,0,0.0,23.38,23.38,双低空白
77,66,113.18675,23.09725,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
67,104,113.14175,23.26825,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,82,113.15975,23.16925,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
46,67,113.04725,23.10175,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
37,11,113.00675,22.84975,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
52,88,113.07425,23.19625,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
27,62,112.96175,23.07925,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
48,62,113.05625,23.07925,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
60,73,113.11025,23.12875,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
15,52,112.90775,23.03425,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
61,79,113.11475,23.15575,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
27,42,112.96175,22.98925,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
62,61,113.11925,23.07475,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
41,80,113.02475,23.16025,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
79,90,113.19575,23.20525,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
19,57,112.92575,23.05675,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
20,54,112.93025,23.04325,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
45,20,113.04275,22.89025,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,85,113.16875,23.18275,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,80,113.14625,23.16025,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
30,19,112.97525,22.88575,西樵镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
35,16,112.99775,22.87225,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
43,22,113.03375,22.89925,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
77,74,113.18675,23.13325,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
54,84,113.08325,23.17825,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
69,61,113.15075,23.07475,桂城街道,0,,0.0,0.0,6,4.0,0,0.0,30.5,30.5,一般地带
70,62,113.15525,23.07925,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
75,71,113.17775,23.11975,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
24,86,112.94825,23.18725,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
67,67,113.14175,23.10175,里水镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
88,47,113.23625,23.01175,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
34,65,112.99325,23.09275,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
34,53,112.99325,23.03875,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
58,101,113.10125,23.25475,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
76,53,113.18225,23.03875,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
47,93,113.05175,23.21875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
43,93,113.03375,23.21875,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
25,39,112.95275,22.97575,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
63,109,113.12375,23.29075,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
65,92,113.13275,23.21425,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
28,15,112.96625,22.86775,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
46,93,113.04725,23.21875,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
19,14,112.92575,22.86325,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
36,18,113.00225,22.88125,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
38,27,113.01125,22.92175,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
54,73,113.08325,23.12875,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
81,47,113.20475,23.01175,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
42,60,113.02925,23.07025,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
72,63,113.16425,23.08375,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
31,75,112.97975,23.13775,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
15,32,112.90775,22.94425,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
40,64,113.02025,23.08825,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
17,57,112.91675,23.05675,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
60,91,113.11025,23.20975,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
63,103,113.12375,23.26375,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,11,113.01575,22.84975,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
72,72,113.16425,23.12425,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
68,87,113.14625,23.19175,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
50,56,113.06525,23.05225,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
35,52,112.99775,23.03425,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
54,95,113.08325,23.22775,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,30,112.91225,22.93525,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
65,99,113.13275,23.24575,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
62,75,113.11925,23.13775,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
51,81,113.06975,23.16475,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
32,55,112.98425,23.04775,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
59,66,113.10575,23.09725,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
23,40,112.94375,22.98025,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
37,25,113.00675,22.91275,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,64,113.14625,23.08825,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
43,23,113.03375,22.90375,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,103,113.13275,23.26375,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
56,69,113.09225,23.11075,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
23,53,112.94375,23.03875,丹灶镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
37,26,113.00675,22.91725,九江镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
34,68,112.99325,23.10625,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,80,113.01125,23.16025,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
16,57,112.91225,23.05675,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
68,66,113.14625,23.09725,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
74,85,113.17325,23.18275,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
73,88,113.16875,23.19625,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
32,76,112.98425,23.14225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
15,37,112.90775,22.96675,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
26,35,112.95725,22.95775,西樵镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
59,76,113.10575,23.14225,大沥镇,0,,0.0,0.0,4,5.0,0,0.0,31.99,31.99,一般地带
91,49,113.24975,23.02075,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
35,11,112.99775,22.84975,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
60,65,113.11025,23.09275,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
62,66,113.11925,23.09725,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
36,52,113.00225,23.03425,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
61,73,113.11475,23.12875,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
39,78,113.01575,23.15125,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
35,63,112.99775,23.08375,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
23,51,112.94375,23.02975,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
70,90,113.15525,23.20525,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
74,99,113.17325,23.24575,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
22,65,112.93925,23.09275,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
86,43,113.22725,22.99375,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
88,53,113.23625,23.03875,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,54,113.01125,23.04325,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
22,57,112.93925,23.05675,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,72,113.15975,23.12425,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
54,60,113.08325,23.07025,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
34,8,112.99325,22.83625,丹灶镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
24,59,112.94825,23.06575,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
61,84,113.11475,23.17825,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
58,99,113.10125,23.24575,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
76,73,113.18225,23.12875,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
73,72,113.16875,23.12425,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
23,34,112.94375,22.95325,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
68,94,113.14625,23.22325,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
68,45,113.14625,23.00275,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
64,82,113.12825,23.16925,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
50,72,113.06525,23.12425,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
32,63,112.98425,23.08375,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
74,46,113.17325,23.00725,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
74,61,113.17325,23.07475,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
27,49,112.96175,23.02075,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
74,68,113.17325,23.10625,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
23,66,112.94375,23.09725,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
65,80,113.13275,23.16025,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
9,17,112.88075,22.87675,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
70,56,113.15525,23.05225,桂城街道,0,,0.0,0.0,7,5.0,0,0.0,35.49,35.49,一般地带
31,59,112.97975,23.06575,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
66,87,113.13725,23.19175,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,93,113.14625,23.21875,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
29,92,112.97075,23.21425,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
43,7,113.03375,22.83175,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
24,29,112.94825,22.93075,西樵镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
37,91,113.00675,23.20975,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
12,46,112.89425,23.00725,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
27,73,112.96175,23.12875,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
8,63,112.87625,23.08375,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
48,94,113.05625,23.22325,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,56,113.01125,23.05225,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
23,76,112.94375,23.14225,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
50,80,113.06525,23.16025,大沥镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
53,90,113.07875,23.20525,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
30,80,112.97525,23.16025,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
61,87,113.11475,23.19175,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
80,87,113.20025,23.19175,里水镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
56,75,113.09225,23.13775,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
79,66,113.19575,23.09725,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
31,77,112.97975,23.14675,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
55,61,113.08775,23.07475,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
35,73,112.99775,23.12875,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
37,57,113.00675,23.05675,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
31,66,112.97975,23.09725,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
52,89,113.07425,23.20075,大沥镇,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
42,67,113.02925,23.10175,狮山镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
45,27,113.04275,22.92175,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
38,8,113.01125,22.83625,九江镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
